YEAR,STATE,imfant mortality 100k,DEATHS_x,homicides per 100k,DEATHS_y,overdose deaths per 100k,deadly overdoses,suicide per 100k,total suicides,lifeExpectancey,percent use cigerrets,Sample_Size,Gallons of Ethanol per Capita,Driving Fatalities Involving Alcohol (Percentage),Excessive Drinking rate (Percentage),Recent Trend,cancer casees per 100k,Average Anual Cancer Patients,rate of cancer increase,% deppressed
2018,NE,5.77,147,1.9,35,7.4,138,13.4,271,79.1,14.7,"15,301",2.17,33.2,23.2,rising,459.1 ,10374,0.8 ,
2018,NV,6.14,219,7.7,225,21.2,688,20.8,657,77.9,15.7,"2,702",3.43,27.3,19.5,data not available,data not available ,data not available,data not available,
2018,NH,3.5,42,1.8,21,35.8,452,19.4,279,79.1,15.9,"5,481",4.83,33.1,20.8,falling,476 ,8767,-0.6 ,
2018,NJ,3.8,385,3.7,311,33.1,"2,900",8.3,778,79.8,,,2.63,22.8,16.0,falling,481.9 ,53389,-0.5 ,
2018,NM,5.69,131,10.8,215,26.7,537,25.0,536,77.2,16.0,"5,746",2.3,29.4,17.4,stable,369 ,9672,-0.3 ,
2018,NY,4.33,979,3.2,611,18.4,"3,697",8.3,1723,80.5,12.7,"13,230",2.22,20.2,19.0,falling,474.4 ,114869,-0.5 ,
2018,NC,6.75,803,6.4,647,22.4,"2,259",13.7,1494,77.6,18.5,"4,131",2.31,25.9,16.5,falling,464.4 ,59215,-0.4 ,
2018,ND,5.64,60,2.5,20,10.2,70,19.2,147,79.3,17.0,"5,427",3.26,41.4,24.1,stable,452.3 ,3932,-0.3 ,
2018,OH,6.94,938,6.8,760,35.9,"3,980",15.3,1838,76.8,20.8,"12,925",2.12,32.5,20.7,rising,465.3 ,69011,0.5 ,
2018,OK,7.09,353,7.0,265,18.4,716,20.0,790,75.6,18.9,"6,036",1.85,26.8,14.5,stable,443.4 ,20658,-0.1 ,
2018,OR,4.22,178,2.5,102,12.6,547,19.0,844,79.7,14.5,"5,873",2.71,27.9,21.2,falling,419.2 ,22328,-0.7 ,
2018,PA,5.94,806,6.4,781,36.1,"4,415",14.9,2014,78.1,17.3,"6,385",2.32,25.4,19.8,falling,467.4 ,79630,-0.7 ,
2018,RI,4.95,52,0.0,16,30.1,317,9.5,106,79.8,13.3,"5,710",2.71,40.3,21.7,falling,463.3 ,6329,-0.7 ,
2018,SC,7.11,403,10.2,481,22.6,"1,125",15.4,811,76.5,17.5,"6,857",2.12,32.8,21.7,falling,430.8 ,28303,-1.9 ,
2018,SD,5.89,70,3.9,32,6.9,57,19.3,167,78.9,18.3,"6,496",2.34,36.1,24.4,stable,457.8 ,4904,0.1 ,
2018,TN,6.89,556,9.2,604,27.5,"1,823",16.6,1161,75.5,19.9,"5,885",2.3,23.5,17.2,falling,457.7 ,38378,-0.3 ,
2018,TX,5.48,2075,5.4,1557,10.4,"3,005",13.7,3930,78.4,14.7,"11,623",2.41,25.4,19.6,stable,412.2 ,120668,0.4 ,
2018,UT,5.49,259,2.2,67,21.2,624,22.2,665,79.6,7.9,"11,496",1.36,21.7,11.9,falling,403 ,11449,-0.3 ,
2018,VT,6.44,35,0.0,14,26.6,153,18.8,125,79.3,15.1,"6,125",3.22,35.4,23.2,stable,454.3 ,3937,0.2 ,
2018,VA,5.61,560,5.1,425,17.1,"1,448",14.0,1243,79.0,14.0,"9,492",2.27,30.3,17.3,stable,408.2 ,41480,-0.3 ,
2018,WA,4.69,404,3.7,275,14.8,"1,164",15.9,1252,80.0,12.6,"12,234",2.26,32.7,16.5,falling,434.3 ,38313,-1.0 ,
2018,WV,6.96,127,5.8,97,51.5,856,21.2,395,74.4,23.8,"5,193",1.82,26.1,15.2,stable,482.4 ,12174,-0.2 ,
2018,WI,6.12,392,3.9,204,19.2,"1,079",14.8,888,79.3,15.4,"4,739",3.11,35.6,25.2,stable,465.5 ,34387,-0.1 ,
2018,WY,5.33,35,4.1,22,11.1,66,25.2,147,78.1,18.4,"4,506",2.94,31.8,20.5,falling,404.3 ,2891,-0.8 ,
2017,AL,7.38,435,12.9,602,18.0,835,16.6,836,,20.2,"6,744",2.08,25.9,14.8,falling,440.7 ,27148,-0.6 ,
2017,AK,5.74,60,10.6,78,20.2,147,27.0,200,,17.4,"2,849",2.83,36.9,18.1,stable,421.3 ,3124,0.1 ,
2017,AZ,5.7,467,6.6,441,22.2,"1,532",18.2,"1,327",,14.9,"8,468",2.24,22.3,17.4,falling,376.6 ,33768,-0.7 ,
2017,AR,8.1,304,9.8,278,15.5,446,20.8,631,,20.2,"5,116",1.92,25.7,15.9,rising,467.5 ,17563,1.0 ,
2017,CA,4.2,1981,5.1,"2,022",11.7,"4,868",10.5,"4,312",,10.0,"10,861",2.63,27.7,18.8,stable,394.7 ,174052,-0.6 ,
2017,CO,4.49,289,4.6,261,17.6,"1,015",20.3,"1,181",,13.5,"8,664",2.97,34.0,20.1,stable,391.7 ,24801,0.2 ,
2017,CT,4.51,159,3.2,109,30.9,"1,072",10.5,405,,12.1,"8,665",2.5,30.4,19.2,falling,458.2 ,21269,-0.6 ,
2017,DE,6.26,68,6.9,63,37.0,338,11.6,112,,15.9,"3,705",4.01,25.0,20.5,falling,457.8 ,5963,-1.2 ,
2017,FL,6.1,1364,6.4,"1,269",25.1,"5,088",14.0,"3,227",,14.8,"15,824",2.74,22.0,20.2,falling,452.4 ,135952,-0.4 ,
2017,GA,7.18,928,7.9,810,14.7,"1,537",13.6,"1,451",,16.3,"6,847",1.91,20.7,17.8,stable,463.8 ,54354,-0.1 ,
2017,HI,5.42,95,2.5,35,13.8,203,15.2,227,,12.3,"7,396",2.71,31.5,20.7,stable,413.9 ,7587,-0.1 ,
2017,ID,4.55,101,3.0,50,14.4,236,23.2,392,,15.3,"5,304",2.1,31.5,19.6,stable,444.9 ,9122,0.4 ,
2017,IL,6.12,915,9.0,"1,120",21.6,"2,778",11.2,"1,474",,14.5,"5,338",2.42,28.8,22.9,stable,459.7 ,70160,-0.1 ,
2017,IN,7.22,593,7.2,456,29.4,"1,852",16.3,"1,092",,19.2,"8,427",2.34,19.0,17.7,data not available,data not available ,data not available,data not available,
2017,IA,5.31,204,3.4,104,11.5,341,15.0,479,,16.4,"9,467",2.34,26.8,24.6,rising,486.8 ,19197,1.0 ,
2017,KS,6.02,220,6.5,185,11.8,333,19.1,553,,16.2,"10,814",2.12,19.4,20.0,falling,453.9 ,15648,-0.5 ,
2017,KY,6.59,361,7.3,310,37.2,"1,566",16.9,770,,23.6,"7,735",2.12,25.5,18.2,stable,506.8 ,27911,-0.3 ,
2017,LA,7.06,431,14.4,653,24.5,"1,108",15.2,720,,21.9,"4,456",2.59,31.2,21.9,rising,478.3 ,26491,0.8 ,
2017,ME,5.85,72,0.0,19,34.4,424,18.9,274,,17.6,"11,048",2.99,34.4,22.5,stable,473.4 ,9293,-0.1 ,
2017,MD,6.43,461,10.2,587,36.3,"2,247",9.8,630,,12.7,"16,547",2.15,28.3,16.0,stable,449.7 ,32760,-0.2 ,
2017,MA,3.66,259,2.6,171,31.8,"2,168",9.5,682,,12.0,"7,394",2.62,30.5,22.5,stable,449.4 ,38719,-0.4 ,
2017,MI,6.78,755,6.3,588,27.8,"2,694",14.1,"1,457",,18.7,"10,181",2.53,29.2,20.5,falling,438.2 ,55927,-1.1 ,
2017,MN,4.8,329,2.2,122,13.3,733,13.8,783,,14.6,"14,884",2.85,29.9,23.4,rising,473.3 ,31958,0.9 ,
2017,MS,8.73,326,12.7,360,12.2,354,15.0,445,,20.4,"4,945",2.39,18.5,15.9,stable,465.4 ,16781,0.2 ,
2017,MO,6.26,457,11.3,655,23.4,"1,367",18.5,"1,151",,19.6,"7,088",2.68,27.6,19.5,falling,449.8 ,34586,-0.6 ,
2017,MT,5.51,65,4.3,42,11.7,119,28.9,311,,16.6,"6,299",3.32,46.4,24.3,falling,457 ,6461,-0.4 ,
2017,NE,5.54,143,2.7,50,8.1,152,14.7,275,,14.7,"15,301",2.17,33.2,23.2,rising,459.1 ,10374,0.8 ,
2017,NV,5.85,209,7.6,221,21.6,676,20.3,627,,15.7,"2,702",3.43,27.3,19.5,data not available,data not available ,data not available,data not available,
2017,NH,4.21,51,0.0,17,37.0,467,18.9,265,,15.9,"5,481",4.83,33.1,20.8,falling,476 ,8767,-0.6 ,
2017,NJ,4.45,451,4.1,352,30.0,"2,685",8.3,795,,,,2.63,22.8,16.0,falling,481.9 ,53389,-0.5 ,
2017,NM,5.85,139,8.5,173,24.8,493,23.3,491,,16.0,"5,746",2.3,29.4,17.4,stable,369 ,9672,-0.3 ,
2017,NY,4.58,1053,3.0,577,19.4,"3,921",8.1,"1,696",,12.7,"13,230",2.22,20.2,19.0,falling,474.4 ,114869,-0.5 ,
2017,NC,7.03,845,6.9,679,24.1,"2,414",14.3,"1,521",,18.5,"4,131",2.31,25.9,16.5,falling,464.4 ,59215,-0.4 ,
2017,ND,4.38,47,0.0,15,9.2,68,20.1,154,,17.0,"5,427",3.26,41.4,24.1,stable,452.3 ,3932,-0.3 ,
2017,OH,7.18,983,7.5,828,46.3,"5,111",14.8,"1,740",,20.8,"12,925",2.12,32.5,20.7,rising,465.3 ,69011,0.5 ,
2017,OK,7.79,391,8.5,318,20.1,775,19.1,756,,18.9,"6,036",1.85,26.8,14.5,stable,443.4 ,20658,-0.1 ,
2017,OR,5.34,233,3.1,127,12.4,530,19.0,825,,14.5,"5,873",2.71,27.9,21.2,falling,419.2 ,22328,-0.7 ,
2017,PA,6.08,837,6.6,791,44.3,"5,388",15.0,"2,030",,17.3,"6,385",2.32,25.4,19.8,falling,467.4 ,79630,-0.7 ,
2017,RI,6.2,66,0.0,19,31.0,320,11.8,129,,13.3,"5,710",2.71,40.3,21.7,falling,463.3 ,6329,-0.7 ,
2017,SC,6.52,372,9.3,444,20.5,"1,008",16.3,838,,17.5,"6,857",2.12,32.8,21.7,falling,430.8 ,28303,-1.9 ,
2017,SD,7.75,94,4.2,34,8.5,73,22.5,191,,18.3,"6,496",2.34,36.1,24.4,stable,457.8 ,4904,0.1 ,
2017,TN,7.29,591,8.8,557,26.6,"1,776",16.8,"1,166",,19.9,"5,885",2.3,23.5,17.2,falling,457.7 ,38378,-0.3 ,
2017,TX,5.85,2236,5.8,"1,653",10.5,"2,989",13.4,"3,778",,14.7,"11,623",2.41,25.4,19.6,stable,412.2 ,120668,0.4 ,
2017,UT,5.89,286,2.6,79,22.3,650,22.7,663,,7.9,"11,496",1.36,21.7,11.9,falling,403 ,11449,-0.3 ,
2017,VT,4.77,27,0.0,15,23.2,134,18.3,112,,15.1,"6,125",3.22,35.4,23.2,stable,454.3 ,3937,0.2 ,
2017,VA,5.9,592,5.4,455,17.9,"1,507",13.4,"1,179",,14.0,"9,492",2.27,30.3,17.3,stable,408.2 ,41480,-0.3 ,
2017,WA,3.88,340,3.6,266,15.2,"1,169",16.9,"1,297",,12.6,"12,234",2.26,32.7,16.5,falling,434.3 ,38313,-1.0 ,
2017,WV,6.96,130,6.5,112,57.8,974,21.1,393,,23.8,"5,193",1.82,26.1,15.2,stable,482.4 ,12174,-0.2 ,
2017,WI,6.39,415,3.7,202,21.2,"1,177",15.4,926,,15.4,"4,739",3.11,35.6,25.2,stable,465.5 ,34387,-0.1 ,
2017,WY,4.64,32,0.0,19,12.2,69,26.9,157,,18.4,"4,506",2.94,31.8,20.5,falling,404.3 ,2891,-0.8 ,
2016,AL,9.03,534,11.8,544,16.2,756,15.7,788,,20.2,"6,744",2.08,25.9,14.8,falling,440.7 ,27148,-0.6 ,
2016,AK,5.17,58,7.3,54,16.8,128,25.8,193,,17.4,"2,849",2.83,36.9,18.1,stable,421.3 ,3124,0.1 ,
2016,AZ,5.32,450,6.3,420,20.3,"1,382",17.7,"1,271",,14.9,"8,468",2.24,22.3,17.4,falling,376.6 ,33768,-0.7 ,
2016,AR,8.2,314,8.7,248,14.0,401,18.2,555,,20.2,"5,116",1.92,25.7,15.9,rising,467.5 ,17563,1.0 ,
2016,CA,4.22,2063,5.3,"2,074",11.2,"4,654",10.5,"4,294",,10.0,"10,861",2.63,27.7,18.8,stable,394.7 ,174052,-0.6 ,
2016,CO,4.76,317,4.3,235,16.6,942,20.5,"1,168",,13.5,"8,664",2.97,34.0,20.1,stable,391.7 ,24801,0.2 ,
2016,CT,4.78,172,2.7,88,27.4,971,10.1,397,,12.1,"8,665",2.5,30.4,19.2,falling,458.2 ,21269,-0.6 ,
2016,DE,7.82,86,7.0,63,30.8,282,11.5,119,,15.9,"3,705",4.01,25.0,20.5,falling,457.8 ,5963,-1.2 ,
2016,FL,6.14,1382,6.8,"1,294",23.7,"4,728",14.0,"3,143",,14.8,"15,824",2.74,22.0,20.2,falling,452.4 ,135952,-0.4 ,
2016,GA,7.47,972,7.9,806,13.3,"1,394",13.3,"1,409",,16.3,"6,847",1.91,20.7,17.8,stable,463.8 ,54354,-0.1 ,
2016,HI,6.04,109,2.8,39,12.8,191,12.1,174,,12.3,"7,396",2.71,31.5,20.7,stable,413.9 ,7587,-0.1 ,
2016,ID,5.83,131,1.9,30,15.2,243,21.4,351,,15.3,"5,304",2.1,31.5,19.6,stable,444.9 ,9122,0.4 ,
2016,IL,6.38,985,9.2,"1,157",18.9,"2,411",10.7,"1,415",,14.5,"5,338",2.42,28.8,22.9,stable,459.7 ,70160,-0.1 ,
2016,IN,7.39,614,7.6,480,24.0,"1,526",15.4,"1,034",,19.2,"8,427",2.34,19.0,17.7,data not available,data not available ,data not available,data not available,
2016,IA,5.96,235,2.8,85,10.6,314,14.6,451,,16.4,"9,467",2.34,26.8,24.6,rising,486.8 ,19197,1.0 ,
2016,KS,5.99,228,5.3,147,11.1,313,17.9,514,,16.2,"10,814",2.12,19.4,20.0,falling,453.9 ,15648,-0.5 ,
2016,KY,6.78,376,7.2,302,33.5,"1,419",16.8,756,,23.6,"7,735",2.12,25.5,18.2,stable,506.8 ,27911,-0.3 ,
2016,LA,7.98,504,14.3,648,21.8,996,14.2,677,,21.9,"4,456",2.59,31.2,21.9,rising,478.3 ,26491,0.8 ,
2016,ME,5.75,73,0.0,19,28.7,353,15.9,226,,17.6,"11,048",2.99,34.4,22.5,stable,473.4 ,9293,-0.1 ,
2016,MD,6.54,478,10.1,579,33.2,"2,044",9.4,586,,12.7,"16,547",2.15,28.3,16.0,stable,449.7 ,32760,-0.2 ,
2016,MA,3.94,281,2.1,137,33.0,"2,227",8.8,631,,12.0,"7,394",2.62,30.5,22.5,stable,449.4 ,38719,-0.4 ,
2016,MI,6.42,727,6.7,624,24.4,"2,347",13.3,"1,364",,18.7,"10,181",2.53,29.2,20.5,falling,438.2 ,55927,-1.1 ,
2016,MN,5.13,358,2.4,129,12.5,672,13.2,745,,14.6,"14,884",2.85,29.9,23.4,rising,473.3 ,31958,0.9 ,
2016,MS,8.67,329,12.1,345,12.1,352,12.7,383,,20.4,"4,945",2.39,18.5,15.9,stable,465.4 ,16781,0.2 ,
2016,MO,6.59,492,9.9,570,23.6,"1,371",18.4,"1,133",,19.6,"7,088",2.68,27.6,19.5,falling,449.8 ,34586,-0.6 ,
2016,MT,5.78,71,4.3,42,11.7,119,25.9,267,,16.6,"6,299",3.32,46.4,24.3,falling,457 ,6461,-0.4 ,
2016,NE,6.06,161,3.3,60,6.4,120,13.1,246,,14.7,"15,301",2.17,33.2,23.2,rising,459.1 ,10374,0.8 ,
2016,NV,5.76,209,7.4,211,21.7,665,21.4,650,,15.7,"2,702",3.43,27.3,19.5,data not available,data not available ,data not available,data not available,
2016,NH,3.67,45,0.0,18,39.0,481,17.2,244,,15.9,"5,481",4.83,33.1,20.8,falling,476 ,8767,-0.6 ,
2016,NJ,4.03,414,4.6,395,23.2,"2,056",7.2,687,,,,2.63,22.8,16.0,falling,481.9 ,53389,-0.5 ,
2016,NM,6.16,152,9.4,185,25.2,500,22.5,471,,16.0,"5,746",2.3,29.4,17.4,stable,369 ,9672,-0.3 ,
2016,NY,4.51,1056,3.6,696,18.0,"3,638",8.1,"1,679",,12.7,"13,230",2.22,20.2,19.0,falling,474.4 ,114869,-0.5 ,
2016,NC,7.24,874,7.4,735,19.7,"1,956",13.0,"1,373",,18.5,"4,131",2.31,25.9,16.5,falling,464.4 ,59215,-0.4 ,
2016,ND,6.41,73,0.0,17,10.6,77,19.0,140,,17.0,"5,427",3.26,41.4,24.1,stable,452.3 ,3932,-0.3 ,
2016,OH,7.43,1026,6.5,721,39.1,"4,329",14.2,"1,707",,20.8,"12,925",2.12,32.5,20.7,rising,465.3 ,69011,0.5 ,
2016,OK,7.47,393,8.6,322,21.5,813,21.0,822,,18.9,"6,036",1.85,26.8,14.5,stable,443.4 ,20658,-0.1 ,
2016,OR,4.7,214,3.3,129,11.9,506,17.8,772,,14.5,"5,873",2.71,27.9,21.2,falling,419.2 ,22328,-0.7 ,
2016,PA,6.15,857,6.0,723,37.9,"4,627",14.7,"1,970",,17.3,"6,385",2.32,25.4,19.8,falling,467.4 ,79630,-0.7 ,
2016,RI,5.56,60,2.3,25,30.8,326,11.2,126,,13.3,"5,710",2.71,40.3,21.7,falling,463.3 ,6329,-0.7 ,
2016,SC,7.01,402,9.0,426,18.1,879,15.7,815,,17.5,"6,857",2.12,32.8,21.7,falling,430.8 ,28303,-1.9 ,
2016,SD,4.89,60,4.7,38,8.4,69,20.2,163,,18.3,"6,496",2.34,36.1,24.4,stable,457.8 ,4904,0.1 ,
2016,TN,7.35,594,8.8,563,24.5,"1,630",16.3,"1,111",,19.9,"5,885",2.3,23.5,17.2,falling,457.7 ,38378,-0.3 ,
2016,TX,5.72,2277,6.0,"1,669",10.1,"2,831",12.6,"3,488",,14.7,"11,623",2.41,25.4,19.6,stable,412.2 ,120668,0.4 ,
2016,UT,5.43,274,2.5,80,22.4,635,21.8,620,,7.9,"11,496",1.36,21.7,11.9,falling,403 ,11449,-0.3 ,
2016,VT,3.47,20,0.0,11,22.2,125,17.3,118,,15.1,"6,125",3.22,35.4,23.2,stable,454.3 ,3937,0.2 ,
2016,VA,5.85,599,5.5,455,16.7,"1,405",13.2,"1,166",,14.0,"9,492",2.27,30.3,17.3,stable,408.2 ,41480,-0.3 ,
2016,WA,4.32,391,2.9,216,14.5,"1,102",14.9,"1,141",,12.6,"12,234",2.26,32.7,16.5,falling,434.3 ,38313,-1.0 ,
2016,WV,7.23,138,6.3,108,52.0,884,19.3,362,,23.8,"5,193",1.82,26.1,15.2,stable,482.4 ,12174,-0.2 ,
2016,WI,6.3,420,4.8,256,19.3,"1,074",14.7,866,,15.4,"4,739",3.11,35.6,25.2,stable,465.5 ,34387,-0.1 ,
2016,WY,5.01,37,0.0,17,17.6,99,25.2,144,,18.4,"4,506",2.94,31.8,20.5,falling,404.3 ,2891,-0.8 ,
2015,AL,8.31,496,10.2,473,15.7,736,14.9,750,,20.2,"6,744",2.08,25.9,14.8,falling,440.7 ,27148,-0.6 ,
2015,AK,6.91,78,8.0,62,16.0,122,26.9,201,,17.4,"2,849",2.83,36.9,18.1,stable,421.3 ,3124,0.1 ,
2015,AZ,5.47,467,5.5,364,19.0,"1,274",18.2,"1,276",,14.9,"8,468",2.24,22.3,17.4,falling,376.6 ,33768,-0.7 ,
2015,AR,7.53,293,7.4,217,13.8,392,19.1,577,,20.2,"5,116",1.92,25.7,15.9,rising,467.5 ,17563,1.0 ,
2015,CA,4.43,2178,5.0,"1,987",11.3,"4,659",10.3,"4,167",,10.0,"10,861",2.63,27.7,18.8,stable,394.7 ,174052,-0.6 ,
2015,CO,4.66,310,3.7,206,15.4,869,19.5,"1,093",,13.5,"8,664",2.97,34.0,20.1,stable,391.7 ,24801,0.2 ,
2015,CT,5.65,202,3.6,124,22.1,800,9.9,384,,12.1,"8,665",2.5,30.4,19.2,falling,458.2 ,21269,-0.6 ,
2015,DE,9.13,102,7.5,65,22.0,198,12.6,122,,15.9,"3,705",4.01,25.0,20.5,falling,457.8 ,5963,-1.2 ,
2015,FL,6.24,1399,6.3,"1,208",16.2,"3,228",14.4,"3,205",,14.8,"15,824",2.74,22.0,20.2,falling,452.4 ,135952,-0.4 ,
2015,GA,7.79,1024,7.3,738,12.7,"1,302",12.7,"1,317",,16.3,"6,847",1.91,20.7,17.8,stable,463.8 ,54354,-0.1 ,
2015,HI,5.65,104,2.2,31,11.3,169,13.5,201,,12.3,"7,396",2.71,31.5,20.7,stable,413.9 ,7587,-0.1 ,
2015,ID,4.69,107,2.0,33,14.2,218,22.1,359,,15.3,"5,304",2.1,31.5,19.6,stable,444.9 ,9122,0.4 ,
2015,IL,6,948,6.9,863,14.1,"1,835",10.3,"1,363",,14.5,"5,338",2.42,28.8,22.9,stable,459.7 ,70160,-0.1 ,
2015,IN,7.31,614,6.0,389,19.5,"1,245",14.4,960,,19.2,"8,427",2.34,19.0,17.7,data not available,data not available ,data not available,data not available,
2015,IA,4.23,167,2.5,73,10.3,309,13.9,433,,16.4,"9,467",2.34,26.8,24.6,rising,486.8 ,19197,1.0 ,
2015,KS,5.95,233,4.7,132,11.8,329,16.3,477,,16.2,"10,814",2.12,19.4,20.0,falling,453.9 ,15648,-0.5 ,
2015,KY,6.7,375,5.8,250,29.9,"1,273",17.1,776,,23.6,"7,735",2.12,25.5,18.2,stable,506.8 ,27911,-0.3 ,
2015,LA,7.56,489,12.4,569,19.0,861,15.2,722,,21.9,"4,456",2.59,31.2,21.9,rising,478.3 ,26491,0.8 ,
2015,ME,6.58,83,1.7,22,21.2,269,16.0,235,,17.6,"11,048",2.99,34.4,22.5,stable,473.4 ,9293,-0.1 ,
2015,MD,6.59,485,10.3,596,20.9,"1,285",8.8,553,,12.7,"16,547",2.15,28.3,16.0,stable,449.7 ,32760,-0.2 ,
2015,MA,4.32,309,2.1,144,25.7,"1,724",8.9,642,,12.0,"7,394",2.62,30.5,22.5,stable,449.4 ,38719,-0.4 ,
2015,MI,6.52,739,6.4,597,20.4,"1,980",13.8,"1,410",,18.7,"10,181",2.53,29.2,20.5,falling,438.2 ,55927,-1.1 ,
2015,MN,5.17,361,2.8,147,10.6,581,13.2,730,,14.6,"14,884",2.85,29.9,23.4,rising,473.3 ,31958,0.9 ,
2015,MS,9.45,363,11.3,325,12.3,351,14.0,431,,20.4,"4,945",2.39,18.5,15.9,stable,465.4 ,16781,0.2 ,
2015,MO,6.49,487,9.6,547,17.9,"1,066",17.1,"1,052",,19.6,"7,088",2.68,27.6,19.5,falling,449.8 ,34586,-0.6 ,
2015,MT,5.8,73,4.0,38,13.8,138,25.3,272,,16.6,"6,299",3.32,46.4,24.3,falling,457 ,6461,-0.4 ,
2015,NE,5.7,152,4.0,75,6.9,126,11.7,223,,14.7,"15,301",2.17,33.2,23.2,rising,459.1 ,10374,0.8 ,
2015,NV,5.18,188,6.7,191,20.4,619,18.4,558,,15.7,"2,702",3.43,27.3,19.5,data not available,data not available ,data not available,data not available,
2015,NH,4.1,51,0.0,18,34.3,422,16.5,228,,15.9,"5,481",4.83,33.1,20.8,falling,476 ,8767,-0.6 ,
2015,NJ,4.68,483,4.5,388,16.3,"1,454",8.3,789,,,,2.63,22.8,16.0,falling,481.9 ,53389,-0.5 ,
2015,NM,5.07,131,8.0,157,25.3,501,23.7,500,,16.0,"5,746",2.3,29.4,17.4,stable,369 ,9672,-0.3 ,
2015,NY,4.63,1098,3.4,671,13.6,"2,754",7.8,"1,652",,12.7,"13,230",2.22,20.2,19.0,falling,474.4 ,114869,-0.5 ,
2015,NC,7.35,888,6.1,593,15.8,"1,567",13.4,"1,406",,18.5,"4,131",2.31,25.9,16.5,falling,464.4 ,59215,-0.4 ,
2015,ND,7.16,81,3.1,22,8.6,61,17.5,124,,17.0,"5,427",3.26,41.4,24.1,stable,452.3 ,3932,-0.3 ,
2015,OH,7.18,1000,6.0,669,29.9,"3,310",13.9,"1,650",,20.8,"12,925",2.12,32.5,20.7,rising,465.3 ,69011,0.5 ,
2015,OK,7.32,389,8.5,324,19.0,725,20.3,790,,18.9,"6,036",1.85,26.8,14.5,stable,443.4 ,20658,-0.1 ,
2015,OR,5.15,235,3.4,138,12.0,505,17.8,762,,14.5,"5,873",2.71,27.9,21.2,falling,419.2 ,22328,-0.7 ,
2015,PA,6.15,867,5.6,673,26.3,"3,264",14.0,"1,894",,17.3,"6,385",2.32,25.4,19.8,falling,467.4 ,79630,-0.7 ,
2015,RI,5.91,65,2.8,28,28.2,310,11.2,127,,13.3,"5,710",2.71,40.3,21.7,falling,463.3 ,6329,-0.7 ,
2015,SC,6.91,402,9.5,448,15.7,761,14.8,742,,17.5,"6,857",2.12,32.8,21.7,falling,430.8 ,28303,-1.9 ,
2015,SD,7.3,90,4.2,35,8.4,65,20.4,173,,18.3,"6,496",2.34,36.1,24.4,stable,457.8 ,4904,0.1 ,
2015,TN,6.95,568,7.2,460,22.2,"1,457",15.7,"1,068",,19.9,"5,885",2.3,23.5,17.2,falling,457.7 ,38378,-0.3 ,
2015,TX,5.71,2305,5.6,"1,538",9.4,"2,588",12.5,"3,403",,14.7,"11,623",2.41,25.4,19.6,stable,412.2 ,120668,0.4 ,
2015,UT,5.02,255,2.0,60,23.4,646,22.4,630,,7.9,"11,496",1.36,21.7,11.9,falling,403 ,11449,-0.3 ,
2015,VT,4.57,27,0.0,16,16.7,99,14.8,103,,15.1,"6,125",3.22,35.4,23.2,stable,454.3 ,3937,0.2 ,
2015,VA,5.9,610,4.5,374,12.4,"1,039",12.7,"1,118",,14.0,"9,492",2.27,30.3,17.3,stable,408.2 ,41480,-0.3 ,
2015,WA,4.88,434,3.4,239,14.7,"1,094",15.4,"1,137",,12.6,"12,234",2.26,32.7,16.5,falling,434.3 ,38313,-1.0 ,
2015,WV,7.12,141,4.5,80,41.5,725,17.4,340,,23.8,"5,193",1.82,26.1,15.2,stable,482.4 ,12174,-0.2 ,
2015,WI,5.8,389,4.5,243,15.5,878,14.7,877,,15.4,"4,739",3.11,35.6,25.2,stable,465.5 ,34387,-0.1 ,
2015,WY,4.89,38,0.0,17,16.4,96,28.0,157,,18.4,"4,506",2.94,31.8,20.5,falling,404.3 ,2891,-0.8 ,
2014,AL,8.67,515,8.1,374,15.2,723,14.5,715,,20.2,"6,744",2.08,25.9,14.8,falling,440.7 ,27148,-0.6 ,
2014,AK,6.67,76,4.7,37,16.8,124,22.1,167,,17.4,"2,849",2.83,36.9,18.1,stable,421.3 ,3124,0.1 ,
2014,AZ,6.1,530,5.0,322,12.6,356,18.0,"1,244",,14.9,"8,468",2.24,22.3,17.4,falling,376.6 ,33768,-0.7 ,
2014,AR,7.48,288,7.7,217,18.2,"1,211",17.3,515,,20.2,"5,116",1.92,25.7,15.9,rising,467.5 ,17563,1.0 ,
2014,CA,4.32,2173,4.6,"1,813",11.1,"4,521",10.5,"4,214",,10.0,"10,861",2.63,27.7,18.8,stable,394.7 ,174052,-0.6 ,
2014,CO,4.79,315,3.3,177,16.3,899,19.9,"1,083",,13.5,"8,664",2.97,34.0,20.1,stable,391.7 ,24801,0.2 ,
2014,CT,4.82,175,2.9,100,17.6,623,9.8,379,,12.1,"8,665",2.5,30.4,19.2,falling,458.2 ,21269,-0.6 ,
2014,DE,6.74,74,6.6,57,20.9,189,13.2,126,,15.9,"3,705",4.01,25.0,20.5,falling,457.8 ,5963,-1.2 ,
2014,FL,6.11,1344,6.2,"1,159",13.2,"2,634",13.9,"3,035",,14.8,"15,824",2.74,22.0,20.2,falling,452.4 ,135952,-0.4 ,
2014,GA,7.52,985,6.6,658,11.9,"1,206",12.6,"1,294",,16.3,"6,847",1.91,20.7,17.8,stable,463.8 ,54354,-0.1 ,
2014,HI,4.47,83,2.2,30,10.9,157,13.8,204,,12.3,"7,396",2.71,31.5,20.7,stable,413.9 ,7587,-0.1 ,
